UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
172802,"A",,"A",,"A",,"R",15,"R",1,"R",14,"R",12,"R",86,"R",20,"R",1,"R",19,"R",15,"R",79,"R",15
172866,"R",14,"R",43,"R",33,"R",1,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
172918,"R",598,"R",1392,"R",43,"R",571,"R",0,"R",571,"R",394,"R",69,"R",25,"R",0,"R",25,"R",10,"R",40,"R",22
172927,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29
172954,"R",318,"R",1123,"R",28,"R",227,"R",0,"R",227,"R",130,"R",57,"R",103,"R",0,"R",103,"R",27,"R",26,"R",22
172963,"R",1236,"R",4280,"R",29,"R",1145,"R",0,"R",1145,"R",610,"R",53,"R",551,"R",0,"R",551,"R",183,"R",33,"R",33
172972,"R",18,"R",21,"R",86,"R",14,"R",0,"R",14,"R",7,"R",50,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
173045,"R",459,"R",826,"R",56,"R",451,"R",0,"R",451,"R",363,"R",80,"R",4,"R",0,"R",4,"R",3,"R",75,"R",13
173063,"R",536,"R",1529,"R",35,"R",407,"R",0,"R",407,"R",245,"R",60,"R",153,"R",0,"R",153,"R",63,"R",41,"R",23
173115,"R",170,"R",809,"R",21,"R",114,"R",0,"R",114,"R",58,"R",51,"R",58,"R",0,"R",58,"R",32,"R",55,"R",23
173124,"R",787,"R",1678,"R",47,"R",750,"R",0,"R",750,"R",538,"R",72,"R",25,"R",0,"R",25,"R",14,"R",56,"R",21
173142,"R",166,"R",201,"R",83,"R",181,"R",0,"R",181,"R",132,"R",73,"R",0,"R",0,"R",0,"Z",0,"A",,"R",14
173160,"R",650,"R",1053,"R",62,"R",600,"Z",0,"R",600,"R",509,"R",85,"R",3,"Z",0,"R",3,"R",0,"R",0,"R",11
173203,"R",775,"R",1866,"R",42,"R",754,"R",0,"R",754,"R",447,"R",59,"R",128,"R",0,"R",128,"R",58,"R",45,"R",26
173258,"R",528,"R",552,"R",96,"R",489,"R",0,"R",489,"R",474,"R",97,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
173300,"R",725,"R",834,"R",87,"R",776,"R",0,"R",776,"R",648,"R",84,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
173328,"R",183,"R",642,"R",29,"R",211,"R",0,"R",211,"R",152,"R",72,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",18
173416,"R",459,"R",1708,"R",27,"R",429,"R",0,"R",429,"R",258,"R",60,"R",120,"R",0,"R",120,"R",54,"R",45,"R",23
173452,"R",158,"R",193,"R",82,"R",175,"R",2,"R",173,"R",147,"R",85,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
173461,"R",551,"R",1905,"R",29,"R",556,"R",0,"R",556,"R",267,"R",48,"R",225,"R",0,"R",225,"R",109,"R",48,"R",24
173470,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",19,"R",63,"R",0,"R",0,"R",0,"R",0,"A",,"R",18
173489,"R",44,"R",160,"R",28,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
173559,"R",973,"R",3075,"R",32,"R",943,"R",0,"R",943,"R",549,"R",58,"R",191,"R",0,"R",191,"R",67,"R",35,"R",21
173629,"R",105,"R",562,"R",19,"R",10,"R",0,"R",10,"R",9,"R",90,"R",13,"R",0,"R",13,"R",8,"R",62,"R",16
173638,"R",491,"R",1366,"R",36,"R",448,"R",0,"R",448,"R",325,"R",73,"R",44,"R",0,"R",44,"R",22,"R",50,"R",20
173647,"R",620,"R",654,"R",95,"R",621,"R",7,"R",614,"R",559,"R",91,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",11
173665,"R",399,"R",557,"R",72,"R",451,"R",2,"R",449,"R",355,"R",79,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",12
173683,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35
173708,"R",549,"R",2435,"R",23,"R",533,"R",0,"R",533,"R",349,"R",65,"R",492,"R",0,"R",492,"R",213,"R",43,"R",22
173726,"A",,"A",,"A",,"R",8,"R",0,"R",8,"R",8,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
173735,"R",313,"R",718,"R",44,"R",307,"R",0,"R",307,"R",178,"R",58,"R",86,"R",0,"R",86,"R",8,"R",9,"R",17
173744,"A",,"A",,"A",,"R",130,"Z",0,"R",130,"R",125,"R",96,"R",4,"Z",0,"R",4,"R",4,"R",100,"R",17
173799,"R",677,"R",2403,"R",28,"R",616,"R",0,"R",616,"R",362,"R",59,"R",256,"R",0,"R",256,"R",125,"R",49,"R",26
173805,"R",321,"R",574,"R",56,"R",272,"R",0,"R",272,"R",162,"R",60,"R",43,"R",0,"R",43,"R",18,"R",42,"R",21
173887,"R",480,"R",683,"R",70,"R",420,"R",0,"R",420,"R",246,"R",59,"R",68,"R",0,"R",68,"R",26,"R",38,"R",20
173902,"R",565,"R",606,"R",93,"R",479,"R",1,"R",478,"R",451,"R",94,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
173911,"R",569,"R",1429,"R",40,"R",543,"R",0,"R",543,"R",323,"R",59,"R",134,"R",0,"R",134,"R",62,"R",46,"R",21
173920,"R",2277,"R",3808,"R",60,"R",2370,"R",2,"R",2368,"R",1812,"R",77,"R",13,"R",0,"R",13,"R",9,"R",69,"R",23
173939,"A",,"A",,"A",,"R",45,"R",0,"R",45,"R",29,"R",64,"R",10,"R",0,"R",10,"R",6,"R",60,"R",18
173966,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
173984,"R",169,"R",305,"R",55,"R",85,"R",0,"R",85,"R",39,"R",46,"R",27,"R",0,"R",27,"R",8,"R",30,"R",10
173993,"R",286,"R",703,"R",41,"R",307,"R",0,"R",307,"R",192,"R",63,"R",41,"R",0,"R",41,"R",8,"R",20,"R",23
174020,"R",67,"R",1274,"R",5,"R",56,"R",0,"R",56,"R",33,"R",59,"R",18,"R",0,"R",18,"R",9,"R",50,"R",16
174066,"R",5385,"R",9560,"R",56,"R",5093,"R",0,"R",5093,"R",4606,"R",90,"R",13,"R",0,"R",13,"R",8,"R",62,"R",21
174075,"R",274,"R",1058,"R",26,"R",268,"R",0,"R",268,"R",175,"R",65,"R",8,"R",0,"R",8,"R",2,"R",25,"R",24
174118,"R",270,"R",270,"R",100,"R",246,"Z",0,"R",246,"R",45,"R",18,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",30
174127,"R",108,"R",172,"R",63,"R",103,"Z",0,"R",103,"R",22,"R",21,"R",0,"R",0,"R",0,"Z",0,"A",,"R",15
174136,"R",1030,"R",3963,"R",26,"R",938,"R",0,"R",938,"R",518,"R",55,"R",664,"R",0,"R",664,"R",279,"R",42,"R",28
174154,"R",20,"R",84,"R",24,"R",6,"R",0,"R",6,"R",4,"R",67,"R",4,"R",0,"R",4,"R",1,"R",25,"R",9
174190,"A",,"A",,"A",,"R",53,"R",0,"R",53,"R",35,"R",66,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",15
174206,"R",41,"R",74,"R",55,"R",19,"R",0,"R",19,"R",7,"R",37,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
174233,"R",2111,"R",3287,"R",64,"R",2247,"R",0,"R",2247,"R",1702,"R",76,"R",4,"R",0,"R",4,"R",1,"R",25,"R",22
174251,"R",404,"R",585,"R",69,"R",373,"R",0,"R",373,"R",319,"R",86,"R",1,"R",0,"R",1,"R",1,"R",100,"R",14
174279,"R",45,"R",569,"R",8,"R",7,"R",0,"R",7,"R",4,"R",57,"R",28,"R",0,"R",28,"R",12,"R",43,"R",11
174321,"A",,"A",,"A",,"R",62,"Z",0,"R",62,"R",47,"R",76,"R",1,"Z",0,"R",1,"R",1,"R",100,"R",18
174358,"R",1017,"R",2028,"R",50,"R",1102,"R",0,"R",1102,"R",739,"R",67,"R",117,"R",0,"R",117,"R",69,"R",59,"R",19
174376,"R",771,"R",2783,"R",28,"R",689,"R",0,"R",689,"R",422,"R",61,"R",414,"R",0,"R",414,"R",210,"R",51,"R",29
174385,"R",26,"R",184,"R",14,"R",17,"R",0,"R",17,"R",9,"R",53,"R",55,"R",0,"R",55,"R",23,"R",42,"R",23
174394,"R",180,"R",236,"R",76,"R",236,"Z",0,"R",236,"R",188,"R",80,"R",6,"Z",0,"R",6,"R",4,"R",67,"R",14
174428,"R",1152,"R",4145,"R",28,"R",1241,"R",0,"R",1241,"R",708,"R",57,"R",572,"R",0,"R",572,"R",238,"R",42,"R",27
174437,"R",265,"R",483,"R",55,"R",205,"R",0,"R",205,"R",136,"R",66,"R",6,"R",0,"R",6,"R",1,"R",17,"R",16
174473,"R",527,"R",1658,"R",32,"R",426,"R",0,"R",426,"R",242,"R",57,"R",126,"R",0,"R",126,"R",54,"R",43,"R",21
174482,"R",82,"R",84,"R",98,"R",82,"R",0,"R",82,"R",75,"R",91,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
174491,"R",451,"R",1128,"R",40,"R",438,"Z",0,"R",438,"R",347,"R",79,"R",6,"Z",0,"R",6,"R",4,"R",67,"R",16
174507,"R",4,"R",41,"R",10,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
174525,"R",33,"R",56,"R",59,"R",8,"Z",0,"R",8,"R",7,"R",88,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",11
174534,"A",,"A",,"A",,"R",31,"R",0,"R",31,"R",23,"R",74,"R",4,"R",0,"R",4,"R",3,"R",75,"R",18
174570,"R",113,"R",458,"R",25,"R",62,"R",0,"R",62,"R",40,"R",65,"R",60,"R",0,"R",60,"R",20,"R",33,"R",24
174604,"R",94,"R",187,"R",50,"R",64,"R",0,"R",64,"R",32,"R",50,"R",3,"R",0,"R",3,"R",0,"R",0,"R",22
174686,"A",,"A",,"A",,"R",5,"R",0,"R",5,"R",4,"R",80,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
174738,"R",1150,"R",2364,"R",49,"R",1061,"R",0,"R",1061,"R",611,"R",58,"R",203,"R",0,"R",203,"R",92,"R",45,"R",22
174747,"R",551,"R",584,"R",94,"R",520,"R",0,"R",520,"R",455,"R",88,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",12
174756,"R",794,"R",1993,"R",40,"R",745,"R",0,"R",745,"R",423,"R",57,"R",182,"R",0,"R",182,"R",91,"R",50,"R",25
174765,"A",,"A",,"A",,"R",45,"R",0,"R",45,"R",28,"R",62,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
174783,"R",2301,"R",5496,"R",42,"R",2330,"R",0,"R",2330,"R",1644,"R",71,"R",45,"R",0,"R",45,"R",23,"R",51,"R",23
174792,"R",461,"R",493,"R",94,"R",461,"R",0,"R",461,"R",414,"R",90,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
174817,"R",332,"R",577,"R",58,"R",404,"R",0,"R",404,"R",303,"R",75,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
174844,"R",778,"R",846,"R",92,"R",813,"R",0,"R",813,"R",758,"R",93,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
174862,"R",149,"R",273,"R",55,"R",168,"R",0,"R",168,"R",123,"R",73,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
174899,"R",547,"R",919,"R",60,"R",574,"R",0,"R",574,"R",439,"R",76,"R",2,"R",0,"R",2,"R",2,"R",100,"R",14
174914,"R",1352,"R",1730,"R",78,"R",1320,"R",1,"R",1319,"R",1128,"R",86,"R",2,"R",0,"R",2,"R",2,"R",100,"R",12
174932,"R",37,"R",52,"R",71,"R",46,"R",0,"R",46,"R",35,"R",76,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
174978,"A",,"A",,"A",,"R",62,"Z",0,"R",62,"R",54,"R",87,"R",17,"Z",0,"R",17,"R",11,"R",65,"R",15
175005,"R",489,"R",1226,"R",40,"R",363,"R",0,"R",363,"R",282,"R",78,"R",1,"R",0,"R",1,"R",1,"R",100,"R",13
175014,"R",429,"R",1804,"R",24,"R",310,"R",0,"R",310,"R",114,"R",37,"R",278,"R",0,"R",278,"R",105,"R",38,"R",24
175041,"R",688,"R",2286,"R",30,"R",569,"R",0,"R",569,"R",359,"R",63,"R",406,"R",0,"R",406,"R",180,"R",44,"R",23
175078,"R",456,"R",3470,"R",13,"R",499,"R",7,"R",492,"R",340,"R",69,"R",7,"R",1,"R",6,"R",4,"R",67,"R",20
175120,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
175157,"R",165,"R",373,"R",44,"R",186,"R",0,"R",186,"R",96,"R",52,"R",13,"R",0,"R",13,"R",5,"R",38,"R",19
175227,"R",246,"R",529,"R",47,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
175236,"R",833,"R",1646,"R",51,"R",784,"R",0,"R",784,"R",466,"R",59,"R",116,"R",0,"R",116,"R",38,"R",33,"R",21
175263,"R",403,"R",1092,"R",37,"R",295,"R",0,"R",295,"R",177,"R",60,"R",85,"R",0,"R",85,"R",36,"R",42,"R",24
175272,"R",1795,"R",2455,"R",73,"R",1865,"R",0,"R",1865,"R",1396,"R",75,"R",5,"R",0,"R",5,"R",1,"R",20,"R",20
175315,"R",1383,"R",3960,"R",35,"R",1182,"R",0,"R",1182,"R",687,"R",58,"R",628,"R",0,"R",628,"R",262,"R",42,"R",28
175342,"R",462,"R",649,"R",71,"R",451,"Z",0,"R",451,"R",317,"R",70,"R",5,"Z",0,"R",5,"R",1,"R",20,"R",14
175421,"R",235,"R",603,"R",39,"R",220,"R",0,"R",220,"R",160,"R",73,"R",12,"R",0,"R",12,"R",7,"R",58,"R",19
175430,"R",73,"R",164,"R",45,"R",78,"R",0,"R",78,"R",52,"R",67,"R",1,"R",0,"R",1,"R",0,"R",0,"R",14
175494,"A",,"A",,"A",,"R",48,"R",2,"R",46,"R",33,"R",72,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",15
175519,"R",651,"R",796,"R",82,"R",1409,"R",0,"R",1409,"R",717,"R",51,"R",150,"R",0,"R",150,"R",43,"R",29,"R",23
175528,"R",63,"R",72,"R",88,"R",36,"Z",0,"R",36,"R",14,"R",39,"R",12,"Z",0,"R",12,"R",7,"R",58,"R",8
175573,"R",757,"R",1238,"R",61,"R",727,"R",0,"R",727,"R",460,"R",63,"R",33,"R",0,"R",33,"R",7,"R",21,"R",20
175591,"A",,"A",,"A",,"R",34,"R",0,"R",34,"R",31,"R",91,"R",0,"R",0,"R",0,"R",0,"A",,"R",4
175607,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",10,"R",56,"R",2,"R",0,"R",2,"R",1,"R",50,"R",20
175616,"R",367,"R",865,"R",42,"R",392,"R",1,"R",391,"R",245,"R",63,"R",6,"R",0,"R",6,"R",2,"R",33,"R",15
175643,"R",813,"R",1028,"R",79,"R",687,"R",0,"R",687,"R",439,"R",64,"R",41,"R",0,"R",41,"R",17,"R",41,"R",24
175652,"R",984,"R",1774,"R",55,"R",927,"R",0,"R",927,"R",521,"R",56,"R",419,"R",0,"R",419,"R",107,"R",26,"R",17
175698,"A",,"A",,"A",,"R",1,"Z",0,"R",1,"R",1,"R",100,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",26
175722,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",5,"R",83,"R",4,"R",0,"R",4,"R",4,"R",100,"R",18
175786,"R",2115,"R",3566,"R",59,"R",2155,"R",0,"R",2155,"R",1021,"R",47,"R",286,"R",0,"R",286,"R",185,"R",65,"R",18
175810,"R",1255,"R",2537,"R",49,"R",1075,"R",1,"R",1074,"R",648,"R",60,"R",422,"Z",0,"R",422,"R",128,"R",30,"R",25
175829,"R",2071,"R",3458,"R",60,"R",1624,"R",0,"R",1624,"R",1218,"R",75,"R",328,"R",0,"R",328,"R",133,"R",41,"R",31
175856,"R",841,"R",1361,"R",62,"R",951,"R",0,"R",951,"R",721,"R",76,"R",14,"R",0,"R",14,"R",9,"R",64,"R",18
175883,"R",1322,"R",2140,"R",62,"R",1171,"R",0,"R",1171,"R",759,"R",65,"R",333,"R",0,"R",333,"R",125,"R",38,"R",27
175935,"R",1160,"R",1503,"R",77,"R",1089,"R",0,"R",1089,"R",568,"R",52,"R",334,"R",0,"R",334,"R",48,"R",14,"R",43
175980,"R",282,"R",333,"R",85,"R",271,"R",1,"R",270,"R",210,"R",78,"R",0,"R",0,"R",0,"Z",0,"A",,"R",10
176008,"R",699,"R",1084,"R",64,"R",628,"R",0,"R",628,"R",390,"R",62,"R",73,"R",0,"R",73,"R",8,"R",11,"R",20
176017,"R",2550,"R",3869,"R",66,"R",2317,"R",0,"R",2317,"R",1876,"R",81,"R",60,"R",0,"R",60,"R",20,"R",33,"R",17
176026,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
176035,"R",220,"R",562,"R",39,"R",239,"R",0,"R",239,"R",163,"R",68,"R",5,"R",0,"R",5,"R",0,"R",0,"R",13
176044,"R",413,"R",710,"R",58,"R",446,"R",0,"R",446,"R",273,"R",61,"R",7,"R",0,"R",7,"R",7,"R",100,"R",17
176053,"R",465,"R",885,"R",53,"R",527,"R",0,"R",527,"R",355,"R",67,"R",6,"R",0,"R",6,"R",3,"R",50,"R",16
176062,"A",,"A",,"A",,"R",21,"R",0,"R",21,"R",16,"R",76,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",18
176071,"R",1979,"R",3148,"R",63,"R",1658,"R",1,"R",1657,"R",1032,"R",62,"R",297,"R",0,"R",297,"R",76,"R",26,"R",21
176080,"R",2445,"R",4002,"R",61,"R",2478,"R",2,"R",2476,"R",2027,"R",82,"R",11,"R",0,"R",11,"R",8,"R",73,"R",18
176169,"R",1282,"R",1636,"R",78,"R",984,"R",1,"R",983,"R",686,"R",70,"R",105,"R",0,"R",105,"R",44,"R",42,"R",25
176178,"R",2039,"R",3098,"R",66,"R",1728,"R",0,"R",1728,"R",1220,"R",71,"R",248,"R",0,"R",248,"R",101,"R",41,"R",26
176239,"R",1954,"R",3108,"R",63,"R",1897,"R",5,"R",1892,"R",1043,"R",55,"R",634,"R",0,"R",634,"R",248,"R",39,"R",16
176318,"R",355,"R",389,"R",91,"R",313,"Z",0,"R",313,"R",151,"R",48,"R",100,"Z",0,"R",100,"R",37,"R",37,"R",18
176336,"R",17,"R",27,"R",63,"R",13,"R",4,"R",9,"R",9,"R",100,"R",1,"R",0,"R",1,"R",1,"R",100,"R",11
176354,"R",548,"R",931,"R",59,"R",491,"R",0,"R",491,"R",320,"R",65,"R",131,"R",0,"R",131,"R",20,"R",15,"R",24
176372,"R",1593,"R",3247,"R",49,"R",1512,"R",0,"R",1512,"R",1114,"R",74,"R",15,"R",0,"R",15,"R",5,"R",33,"R",16
176390,"A",,"A",,"A",,"R",50,"Z",0,"R",50,"R",36,"R",72,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",20
176406,"R",235,"R",295,"R",80,"R",237,"Z",0,"R",237,"R",176,"R",74,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",11
176460,"R",9,"R",36,"R",25,"R",18,"R",0,"R",18,"R",7,"R",39,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
176479,"R",157,"R",564,"R",28,"R",130,"R",0,"R",130,"R",96,"R",74,"R",1,"R",0,"R",1,"R",1,"R",100,"R",19
176549,"A",,"A",,"A",,"R",76,"R",2,"R",74,"R",48,"R",65,"R",0,"R",0,"R",0,"R",0,"A",,"R",21
176628,"R",118,"R",270,"R",44,"R",183,"R",0,"R",183,"R",130,"R",71,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",14
176637,"R",148,"R",212,"R",70,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",28
176664,"R",86,"R",123,"R",70,"R",86,"R",0,"R",86,"R",62,"R",72,"R",0,"R",0,"R",0,"R",0,"A",,"R",27
176716,"A",,"A",,"A",,"R",74,"R",0,"R",74,"R",61,"R",82,"R",1,"R",0,"R",1,"R",1,"R",100,"R",25
176734,"A",,"A",,"A",,"R",23,"Z",0,"R",23,"R",22,"R",96,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",8
176770,"R",69,"R",136,"R",51,"R",44,"R",0,"R",44,"R",42,"R",95,"R",42,"R",0,"R",42,"R",39,"R",93,"R",9
176789,"R",27,"R",77,"R",35,"R",40,"Z",0,"R",40,"R",20,"R",50,"R",2,"Z",0,"R",2,"R",0,"R",0,"R",22
176798,"A",,"A",,"A",,"R",53,"R",2,"R",51,"R",37,"R",73,"R",40,"R",1,"R",39,"R",29,"R",74,"R",18
176910,"R",73,"R",106,"R",69,"R",67,"R",0,"R",67,"R",37,"R",55,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
176938,"R",90,"R",203,"R",44,"R",66,"Z",0,"R",66,"R",51,"R",77,"R",3,"Z",0,"R",3,"R",1,"R",33,"R",15
176947,"R",260,"R",375,"R",69,"R",300,"R",0,"R",300,"R",195,"R",65,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
176965,"R",1422,"R",2958,"R",48,"R",1586,"R",0,"R",1586,"R",1152,"R",73,"R",27,"R",0,"R",27,"R",9,"R",33,"R",17
176983,"A",,"A",,"A",,"R",59,"R",0,"R",59,"R",55,"R",93,"R",1,"R",0,"R",1,"R",1,"R",100,"R",4
176992,"A",,"A",,"A",,"R",7,"Z",0,"R",7,"R",7,"R",100,"R",3,"Z",0,"R",3,"R",3,"R",100,"R",10
177038,"R",1,"R",62,"R",2,"R",1,"Z",0,"R",1,"R",1,"R",100,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",18
177056,"A",,"A",,"A",,"R",13,"Z",0,"R",13,"R",10,"R",77,"R",2,"Z",0,"R",2,"R",2,"R",100,"R",7
177065,"R",164,"R",614,"R",27,"R",207,"R",0,"R",207,"R",123,"R",59,"R",13,"R",0,"R",13,"R",6,"R",46,"R",33
177083,"R",12,"R",39,"R",31,"R",12,"R",0,"R",12,"R",9,"R",75,"R",0,"R",0,"R",0,"R",0,"A",,"R",4
177117,"R",161,"R",169,"R",95,"R",178,"Z",0,"R",178,"R",134,"R",75,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
177135,"R",634,"R",885,"R",72,"R",466,"R",0,"R",466,"R",258,"R",55,"R",200,"R",0,"R",200,"R",80,"R",40,"R",15
177144,"R",148,"R",242,"R",61,"R",227,"R",0,"R",227,"R",134,"R",59,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
177153,"R",7,"R",1874,"R",0,"R",10,"R",0,"R",10,"R",6,"R",60,"R",1,"R",0,"R",1,"R",0,"R",0,"R",49
177162,"R",150,"R",475,"R",32,"R",67,"R",0,"R",67,"R",34,"R",51,"R",48,"R",0,"R",48,"R",19,"R",40,"R",18
177214,"R",556,"R",1263,"R",44,"R",484,"R",0,"R",484,"R",356,"R",74,"R",75,"Z",0,"R",75,"R",38,"R",51,"R",19
177250,"R",782,"R",1833,"R",43,"R",573,"R",2,"R",571,"R",347,"R",61,"R",106,"R",0,"R",106,"R",39,"R",37,"R",18
177287,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",38,"R",70,"R",27,"R",0,"R",27,"R",23,"R",85,"R",20
177302,"R",623,"R",623,"R",100,"R",427,"R",4,"R",423,"R",302,"R",71,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
177339,"R",431,"R",533,"R",81,"R",338,"R",0,"R",338,"R",237,"R",70,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",17
177418,"R",174,"R",447,"R",39,"R",190,"R",1,"R",189,"R",110,"R",58,"R",1,"R",0,"R",1,"R",1,"R",100,"R",14
177436,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",28,"R",93,"R",1,"R",0,"R",1,"R",1,"R",100,"R",2
177472,"R",2418,"R",4312,"R",56,"R",1678,"R",2,"R",1676,"R",921,"R",55,"R",670,"R",1,"R",669,"R",285,"R",43,"R",12
177542,"R",183,"R",467,"R",39,"R",200,"R",0,"R",200,"R",108,"R",54,"R",3,"R",0,"R",3,"R",1,"R",33,"R",12
177551,"R",389,"R",632,"R",62,"R",410,"Z",0,"R",410,"R",185,"R",45,"R",33,"Z",0,"R",33,"R",3,"R",9,"R",16
177579,"R",253,"R",253,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",18
177588,"A",,"A",,"A",,"R",20,"R",0,"R",20,"R",15,"R",75,"R",0,"R",0,"R",0,"R",0,"A",,"R",25
177603,"A",,"A",,"A",,"R",33,"Z",0,"R",33,"R",26,"R",79,"R",7,"Z",0,"R",7,"R",5,"R",71,"R",20
177676,"R",1147,"R",1990,"R",58,"R",972,"R",8,"R",964,"R",549,"R",57,"R",218,"R",0,"R",218,"R",92,"R",42,"R",23
177685,"A",,"A",,"A",,"R",45,"R",0,"R",45,"R",42,"R",93,"R",0,"R",0,"R",0,"R",0,"A",,"R",21
177719,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
177746,"R",199,"R",257,"R",77,"R",144,"Z",0,"R",144,"R",104,"R",72,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",10
177807,"A",,"A",,"A",,"R",5,"R",0,"R",5,"R",5,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
177816,"R",23,"R",25,"R",92,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",3
177870,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",6,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
177922,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
177931,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",9,"R",60,"R",3,"R",0,"R",3,"R",3,"R",100,"R",3
177940,"R",706,"R",1227,"R",58,"R",546,"R",0,"R",546,"R",284,"R",52,"R",29,"R",0,"R",29,"R",8,"R",28,"R",15
177968,"R",1104,"R",2217,"R",50,"R",1090,"R",0,"R",1090,"R",777,"R",71,"R",15,"R",0,"R",15,"R",13,"R",87,"R",22
177977,"R",478,"R",592,"R",81,"R",456,"R",6,"R",450,"R",331,"R",74,"R",7,"R",0,"R",7,"R",2,"R",29,"R",13
177986,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
177995,"R",1001,"R",2097,"R",48,"R",973,"Z",0,"R",973,"R",520,"R",53,"R",436,"Z",0,"R",436,"R",123,"R",28,"R",20
178004,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",0,"R",0,"R",5,"R",0,"R",5,"R",4,"R",80,"R",8
178022,"R",760,"R",1513,"R",50,"R",637,"Z",0,"R",637,"R",348,"R",55,"R",293,"Z",0,"R",293,"R",100,"R",34,"R",21
