UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO3,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,PCTPOST,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,FT_UG,FT_FTUG,FT_GD,PT_UG,PT_FTUG,PT_GD,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DISAB,XDISABPC,DISABPCT
184612,1,1,1,0,0,0,4,-2,-2,30,0,1,1,0,1,1,1,1,0,0,0,0,2,1,1,1,3,1,3,1,1,4,2,"R",1370,"R",594,"R",1007,"R",415,"R",175,"R",80,"R",2,"R",1,2,"R",245,"R",95,"R",22,"R",9,"R",380,"R",480,"R",380,"R",490,"R",380,"R",480,"R",17,"R",21,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2,-2,1,141,1,141,1,141,-2,1,"R",30,"R",40,1,1,1,1,1,1,2,1,"R",490,2,"A",.,"A",.,"A",.,"R",9700,2,"R",177,"R",81,"R",258,"R",1964,"R",1422,"R",255,"R",3,1,0,0,1,0,2,"R",5
184694,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,1,1,1,0,0,0,0,2,1,2,1,1,1,3,1,1,4,1,"R",1538,"R",1938,"R",928,"R",1254,"R",290,"R",313,"R",2,"R",4,1,"R",594,"R",99,"R",0,"Z",0,"R",460,"R",550,"R",460,"R",570,"R",460,"R",560,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,181,1,208,1,208,1,208,-2,1,"R",40,"R",40,1,1,1,1,1,1,2,1,"R",1570,1,"R",11,"R",6934,"R",4124,"A",.,2,"R",292,"R",317,"R",609,"R",3496,"R",2182,"R",603,"R",6,1,0,0,1,0,2,"R",5
184746,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",25,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,1,0,1,"A",.
184773,0,1,0,0,0,0,4,-2,-2,30,0,1,0,0,1,1,1,1,0,0,0,0,2,1,2,1,1,2,3,2,1,3,2,"R",31,"R",974,"R",15,"R",606,"R",4,"R",244,"R",1,"R",1,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,323,2,-2,1,323,-2,1,"R",40,"R",40,1,1,1,1,1,1,2,1,"R",452,1,"R",19,"R",5632,"R",3754,"A",.,2,"R",5,"R",245,"R",250,"R",1005,"R",621,"R",248,"R",2,1,0,0,1,0,2,"R",5
184782,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,0,0,2,1,1,1,3,2,1,1,1,4,2,"R",3770,"R",3716,"R",2640,"R",2433,"R",850,"R",745,"R",4,"R",3,2,"R",1551,"R",97,"R",0,"Z",0,"R",470,"R",570,"R",490,"R",600,"R",470,"R",570,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,187,1,187,1,187,1,187,-2,1,"R",50,"R",50,1,1,1,1,1,1,1,1,"R",3400,2,"A",.,"R",6248,"R",3710,"A",.,1,"R",854,"R",748,"R",1602,"R",7515,"R",5086,"R",1595,"R",7,1,0,0,1,0,1,"A",.
184791,1,1,-2,1,1,0,1,5,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",20,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,2,"R",5
184816,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",100,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
184870,0,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",25,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
184959,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,1,0,0,0,0,0,0,0,0,2,3,3,1,3,3,3,3,3,1,1,"R",68,"R",518,"R",68,"R",518,"R",35,"R",229,"R",22,"R",146,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,2,"R",25,"A",.,1,1,-2,1,1,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",57,"R",375,"R",432,"R",586,"R",586,"R",264,"R",168,1,0,0,1,0,1,"A",.
184968,0,1,-2,0,0,0,4,-2,-2,30,0,1,0,1,0,0,0,0,0,0,0,0,2,3,3,1,3,3,1,3,3,4,2,"R",72,"R",412,"R",22,"R",68,"R",21,"R",65,"R",1,"R",3,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,1,0,1,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,-2,1,"R",35,"A",.,1,1,-2,1,1,-2,2,1,"R",29,3,"A",.,"A",.,"A",.,"A",.,2,"R",22,"R",68,"R",90,"R",484,"R",90,"R",86,"R",4,1,0,0,1,0,1,"A",.
184995,1,1,-2,1,1,0,1,5,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",15,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
185129,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,0,0,0,2,1,2,1,2,2,2,1,2,3,2,"R",1761,"R",2578,"R",630,"R",879,"R",274,"R",359,"R",109,"R",49,2,"R",730,"R",86,"R",0,"Z",0,"R",360,"R",460,"R",370,"R",480,"B",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2,-2,1,115,1,115,1,115,-2,1,"R",35,"R",0,1,1,1,1,1,1,1,1,"R",295,2,"A",.,"R",5788,"R",3255,"A",.,2,"R",383,"R",408,"R",791,"R",4339,"R",1509,"R",633,"R",158,1,0,0,1,0,1,"A",.
185174,1,0,-2,0,0,0,2,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,2,2,3,1,3,3,1,3,3,4,2,"R",65,"R",12,"R",63,"R",8,"R",21,"R",4,"R",0,"R",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,-2,1,"R",50,"A",.,1,1,-2,2,2,-2,2,1,"R",50,3,"A",.,"A",.,"A",.,"A",.,2,"R",21,"R",4,"R",25,"R",77,"R",71,"R",25,"R",0,2,0,0,0,0,1,"A",.
185244,0,1,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,2,"R",25,"A",.,1,2,-2,1,2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,0,1,0,1,"A",.
185262,1,1,1,1,1,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,1,0,0,2,1,2,1,1,2,3,1,3,3,1,"R",2412,"R",3043,"R",1564,"R",2069,"R",645,"R",802,"R",9,"R",23,1,"R",1394,"R",94,"R",0,"Z",0,"R",400,"R",500,"R",410,"R",520,"B",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,187,1,187,1,187,1,187,-2,1,"R",50,"R",60,1,1,1,1,1,1,1,1,"R",2045,2,"A",.,"R",9400,"R",2837,"A",.,2,"R",654,"R",825,"R",1479,"R",5455,"R",3633,"R",1447,"R",32,1,0,0,1,0,1,"A",.
185332,0,1,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",25,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
185396,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,2,1,3,1,3,3,3,3,3,1,1,"R",479,"R",10,"R",479,"R",10,"R",479,"R",10,"Z",0,"Z",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",25,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",479,"R",10,"R",489,"R",489,"R",489,"R",489,"Z",0,1,0,0,1,0,1,"A",.
185466,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,1,0,0,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",50,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
185509,1,1,-2,1,1,0,1,5,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,2,"R",5
185536,1,1,-2,0,1,0,1,5,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",25,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,2,"R",4
185572,0,1,1,0,0,0,3,-2,-2,-2,1,0,1,0,1,1,1,1,0,0,0,0,2,1,3,1,1,3,3,1,1,3,2,"R",2766,"R",3979,"R",1655,"R",2505,"R",418,"R",580,"R",0,"R",0,2,"R",886,"R",89,"R",110,"R",11,"R",490,"R",570,"R",510,"R",600,"B",.,"B",.,"R",22,"R",26,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,125,1,125,1,125,1,125,-2,1,"R",50,"R",50,1,1,1,1,2,1,2,1,"R",1890,2,"A",.,"R",5952,"R",4390,"A",.,2,"R",418,"R",580,"R",998,"R",6745,"R",4160,"R",998,"R",0,1,0,0,1,0,2,"R",5
185590,1,1,1,1,1,0,1,2,0,-2,0,0,0,0,1,1,1,0,0,1,0,0,2,1,2,1,1,1,1,1,1,3,2,"R",5489,"R",7980,"R",2479,"R",3853,"R",817,"R",1284,"R",7,"R",9,2,"R",2071,"R",98,"R",0,"Z",0,"R",440,"R",540,"R",460,"R",550,"R",450,"R",550,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,187,1,187,1,187,1,187,-2,1,"R",60,"R",60,1,1,1,1,1,1,1,1,"R",3582,2,"A",.,"R",7088,"R",3750,"A",.,2,"R",824,"R",1293,"R",2117,"R",13469,"R",6332,"R",2101,"R",16,1,0,0,1,0,2,"R",5
185624,0,1,-2,0,0,0,2,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1,2,1,3,2,2,1,2,"R",4,"R",6,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,-2,1,"R",50,"A",.,1,1,-2,2,2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",1,"R",0,"R",1,"R",10,"R",1,"R",1,"R",0,2,0,0,0,0,1,"A",.
185651,0,1,-2,0,0,0,3,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,2,3,3,1,2,1,1,2,3,1,1,"R",38,"R",37,"R",26,"R",22,"R",9,"R",4,"R",9,"R",15,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,-2,1,"R",60,"A",.,1,1,-2,1,1,-2,1,1,"R",29,3,"A",.,"A",.,"A",.,"A",.,2,"R",18,"R",19,"R",37,"R",75,"R",48,"R",13,"R",24,2,0,0,0,0,1,"A",.
185679,0,1,-2,0,0,0,3,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,2,3,3,1,2,1,1,2,3,1,1,"R",38,"R",37,"R",26,"R",22,"R",9,"R",4,"R",9,"R",15,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,-2,1,"R",60,"A",.,1,1,-2,1,1,-2,1,1,"R",29,3,"A",.,"A",.,"A",.,"A",.,2,"R",18,"R",19,"R",37,"R",75,"R",48,"R",13,"R",24,2,0,0,0,0,1,"A",.
185721,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",25,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
185730,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",100,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
185758,0,1,1,0,0,0,4,-2,-2,49,0,0,0,0,0,0,1,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"A",.,"R",50,2,2,1,2,2,1,2,1,"R",5,3,"A",.,"R",7200,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,-2,"A",.
185767,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",0,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.
185828,1,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,0,0,1,0,0,2,1,1,1,3,2,2,1,1,3,2,"R",3226,"R",1089,"R",1656,"R",465,"R",750,"R",173,"R",61,"R",7,2,"R",982,"R",99,"R",0,"Z",0,"R",480,"R",580,"R",540,"R",650,"B",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2,-2,1,362,1,362,1,327,-2,1,"R",50,"R",60,1,1,1,1,1,1,1,1,"R",1541,2,"A",.,"R",6890,"R",2916,"A",.,2,"R",811,"R",180,"R",991,"R",4315,"R",2121,"R",923,"R",68,1,0,0,1,0,1,"A",.
